"ID","Title","Hyperlink","Make","Model","Year","Mileage","Fuel Type","Transmission","Body Type","Seats","Engine Size(Litres)","Road Tax","NCT Expiry","Country of Registeration","Colour","Doors","Views","Days Online"
"25227167","2012 Audi A4 technik 177bhp","https://www.donedeal.ie/cars-for-sale/2012-audi-a4-technik-177bhp/25227167","Audi","A4","2012","171 mi","Diesel","","Saloon","5","2.0","200","Jul 2021","Ireland","Black","4","449","15 days"
"25567819","Audi A7 3.0 TDI 245BHP Black Edition","https://www.donedeal.ie/cars-for-sale/audi-a7-3-0-tdi-245bhp-black-edition/25567819","Audi","A7","2014","54077 mi","Diesel","Automatic","Hatchback","5","3.0","570","Jul 2022","Ireland","White","5","352","3 days"
"25862123","142 Mitsubishi Outlander PHEV GX3H+","https://www.donedeal.ie/cars-for-sale/142-mitsubishi-outlander-phev-gx3h/25862123","Mitsubishi","Outlander","2014","95890 mi","Hybrid","Automatic","SUV","5","2.0","170","Jun 2021","Ireland","Grey","5","261","1 day"
"25823895","2011 Nissan Juke 1.6XE Petrol Pure Drive","https://www.donedeal.ie/cars-for-sale/2011-nissan-juke-1-6xe-petrol-pure-drive/25823895","Nissan","Juke","2011","211000 km","Petrol","Manual","SUV","5","1.6","280","Oct 2021","Ireland","Black","5","618","5 days"
"25871062","2007 Nissan Qashqai 1.5 Diesel","https://www.donedeal.ie/cars-for-sale/2007-nissan-qashqai-1-5-diesel/25871062","Nissan","Qashqai","2007","255200 km","Diesel","Manual","Hatchback","5","1.5","413","Nov 2020","Ireland","Black","5","160","13 hours"
"24329161","2015 SEAT IBIZA 1.4 TDI SE..FINANCE ARRANGED!!","https://www.donedeal.ie/cars-for-sale/2015-seat-ibiza-1-4-tdi-se-finance-arranged/24329161","Seat","Ibiza","2015","102000 mi","Diesel","Manual","Hatchback","","1.4","","","UK","Red","5","124","3 days"
"25583659","Dacia Duster Prestige 1.5 dCi 110 4x2","https://www.donedeal.ie/cars-for-sale/dacia-duster-prestige-1-5-dci-110-4x2/25583659","Dacia","Duster","2018","61228 km","Diesel","Manual","SUV","","1.5","200","Feb 2022","Ireland","Black","4","72","6 days"
"25862005","NISSAN QASHQAI 1.5 DCI 2010","https://www.donedeal.ie/cars-for-sale/nissan-qashqai-1-5-dci-2010/25862005","Nissan","Qashqai","2010","101229 km","Diesel","Manual","Hatchback","5","1.5","280","Sep 2022","Ireland","Red","5","194","1 day"
"25865318","Dacia Sandero, SIGNATURE, AS NEW, LOW KMS, FINANCE","https://www.donedeal.ie/cars-for-sale/dacia-sandero-signature-as-new-low-kms-finance/25865318","Dacia","Sandero","2018","19780 km","Petrol","Manual","Hatchback","5","1.0","200","Apr 2022","Ireland","Grey","4","49","22 hours"
"25677966","Ford Fiesta ZeTec,152,NCT 07-2022","https://www.donedeal.ie/cars-for-sale/ford-fiesta-zetec-152-nct-07-2022/25677966","Ford","Fiesta","2015","71021 mi","Diesel","","Hatchback","5","1.5","180","Jul 2022","Ireland","Black","5","137","3 days"
"25506924","161 Skoda Superb Combi Ambiente 1.6 TDI 120 BHP","https://www.donedeal.ie/cars-for-sale/161-skoda-superb-combi-ambiente-1-6-tdi-120-bhp/25506924","Skoda","Superb","2016","140000 km","Diesel","Manual","Estate","5","1.6","190","Mar 2022","Ireland","Silver","4","277","3 days"
"25814942","2016 Opel insignia 1.6 Diesel New Nct","https://www.donedeal.ie/cars-for-sale/2016-opel-insignia-1-6-diesel-new-nct/25814942","Opel","Insignia","2016","99000 mi","Diesel","Manual","Hatchback","","1.6","180","Sep 2022","Ireland","Silver","5","84","10 hours"
"25859439","10 Jetta 1.9","https://www.donedeal.ie/cars-for-sale/10-jetta-1-9/25859439","Volkswagen","Jetta","2010","170 mi","Diesel","Manual","Saloon","5","1.9","280","Feb 2022","Ireland","Blue","4","433","1 day"
"25869339","BMW F30 M-PERFOMANCE/NCT+TAX/LOW MILES/IMMACULATE!","https://www.donedeal.ie/cars-for-sale/bmw-f30-m-perfomance-ncttax-low-miles-immaculate/25869339","BMW","3-Series","2012","122000 mi","Diesel","","Saloon","5","2.0","190","Jun 2021","Ireland","Silver","4","325","16 hours"
"25858633","BMW 640d","https://www.donedeal.ie/cars-for-sale/bmw-640d/25858633","BMW","6-Series","2013","74000 mi","Diesel","Automatic","","4","3.0","","","Other","White","4","576","1 day"
"25662740","2013 PEUGEOT 5008 TOP SPEC 7SEATER ONLY 83,000 kms","https://www.donedeal.ie/cars-for-sale/2013-peugeot-5008-top-spec-7seater-only-83-000-kms/25662740","Peugeot","5008","2013","83000 km","Diesel","Manual","MPV","7","1.6","280","Jul 2021","Ireland","Black","4","53","12 hours"
"25869867","Mercedes c200","https://www.donedeal.ie/cars-for-sale/mercedes-c200/25869867","Mercedes-Benz","C-Class","2009","202000 km","Diesel","Automatic","Saloon","5","2.1","750","Nov 2020","Ireland","Silver","4","103","15 hours"
